,MovieID,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
28,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,34,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
34,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
42,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,48,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,56,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,60,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
70,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
79,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,81,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
81,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,85,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85,86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
91,93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
92,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,105,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
104,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105,107,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
109,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110,112,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,113,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
112,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,118,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
117,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
121,123,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
122,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,126,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,129,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
128,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,133,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,139,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,140,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
139,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,149,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
148,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,151,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
150,152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,153,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
154,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
156,158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158,160,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
159,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
160,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,164,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
163,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,166,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
165,167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,168,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
167,169,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
169,171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
171,173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,179,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
178,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,182,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
181,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,195,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
194,196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
195,197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,198,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
197,199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
198,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,202,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
204,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,207,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
206,208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
214,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
216,218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
217,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,222,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
220,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,224,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
222,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
227,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
228,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
230,233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
233,236,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
234,237,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
235,238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,239,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
237,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
240,243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
243,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,247,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
245,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,249,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,252,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
250,253,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
251,254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
252,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
254,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
255,258,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
256,259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
257,260,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
258,261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,262,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,265,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
263,266,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
264,267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,270,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
271,274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,276,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
274,277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
278,281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,283,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
281,284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
283,286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
284,287,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,289,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
287,290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
288,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
290,293,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
291,294,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
292,295,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
293,296,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,301,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
299,302,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
300,303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,304,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
302,305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308,311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
309,312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
314,317,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
315,318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
318,321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
320,324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
323,327,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
324,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325,329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,330,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
327,331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
329,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
332,336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
333,337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
335,339,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
336,340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,342,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
339,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
342,346,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
343,347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
